SK_ID_CURR,TARGET,CLUSTER,AMT_INCOME_TOTAL,AMT_CREDIT,CREDIT_INCOME_RATIO,EXT_SOURCE_MEAN,DAYS_BIRTH,AGE_BAND,PRED_PROB,RISK_BAND,PERSONA
341513,0,1,180000.0,1724220.0,9.578999999946783,0.6355447,-22161,51-65,0.2906356,Low,Stable Salaried Professional
137422,0,1,135000.0,720000.0,5.333333333293827,0.60711414,-17343,41-50,0.331703,Low,Stable Salaried Professional
277117,0,0,135000.0,545040.0,4.037333333303427,0.52009326,-20548,51-65,0.54091,Medium,Moderate-Risk Aspirational Borrower
229333,0,1,157500.0,1258650.0,7.991428571377832,0.5699139,-22777,51-65,0.21173285,Low,Stable Salaried Professional
171720,0,0,360000.0,1024740.0,2.846499999992093,0.37629256,-19033,51-65,0.60425514,High,Moderate-Risk Aspirational Borrower
375088,0,0,94500.0,187704.0,1.9862857142646955,0.48287845,-16425,41-50,0.36668158,Low,Moderate-Risk Aspirational Borrower
259226,0,0,157500.0,545040.0,3.4605714285494567,0.42721447,-22132,51-65,0.67772645,High,Moderate-Risk Aspirational Borrower
167256,0,1,225000.0,1166724.0,5.185439999976953,0.49177703,-16302,41-50,0.5357913,Medium,Stable Salaried Professional
200172,0,1,450000.0,1971072.0,4.3801599999902665,0.67490196,-12574,31-40,0.03195138,Very Low,Stable Salaried Professional
247965,0,0,112500.0,286704.0,2.548479999977347,0.54675454,-10494,18-30,0.34110838,Low,Moderate-Risk Aspirational Borrower
127667,0,0,157500.0,339241.5,2.15391428570061,0.49106178,-10001,18-30,0.38156843,Low,Moderate-Risk Aspirational Borrower
385060,0,1,112500.0,567000.0,5.0399999999552,0.51750654,-13534,31-40,0.38988128,Low,Stable Salaried Professional
389674,0,0,225000.0,254700.0,1.1319999999949688,0.6548361,-19968,51-65,0.24729301,Low,Moderate-Risk Aspirational Borrower
177276,0,0,67500.0,254700.0,3.7733333332774324,0.54592377,-21437,51-65,0.1235691,Very Low,Moderate-Risk Aspirational Borrower
393639,0,1,67500.0,390960.0,5.791999999914193,0.5976267,-21491,51-65,0.17797706,Very Low,Stable Salaried Professional
320299,0,1,157500.0,896602.5,5.692714285678141,0.6193741,-15409,41-50,0.2299791,Low,Stable Salaried Professional
353526,0,0,67500.0,135000.0,1.9999999999703706,0.5811863,-23940,65+,0.09035261,Very Low,Moderate-Risk Aspirational Borrower
370064,0,1,67500.0,675000.0,9.999999999851854,0.39340973,-20693,51-65,0.55500543,Medium,Stable Salaried Professional
307368,0,1,180000.0,900000.0,4.999999999972222,0.52573514,-18592,51-65,0.288148,Low,Stable Salaried Professional
195804,0,0,144000.0,278460.0,1.933749999986571,0.55926573,-12808,31-40,0.46277982,Medium,Moderate-Risk Aspirational Borrower
127478,0,0,54000.0,47970.0,0.8883333333168827,0.40500888,-11127,18-30,0.43633243,Medium,Moderate-Risk Aspirational Borrower
248711,0,0,67500.0,95940.0,1.4213333333122766,0.55404794,-17368,41-50,0.18067363,Very Low,Moderate-Risk Aspirational Borrower
359425,1,0,67500.0,208854.0,3.0941333332874947,0.46432042,-10423,18-30,0.44668615,Medium,Moderate-Risk Aspirational Borrower
181237,0,0,157500.0,177768.0,1.128685714278548,0.53502876,-9760,18-30,0.33052188,Low,Moderate-Risk Aspirational Borrower
376920,0,1,180000.0,1042560.0,5.791999999967822,0.66131324,-15604,41-50,0.2622271,Low,Stable Salaried Professional
304948,1,0,54000.0,81756.0,1.5139999999719629,0.36720452,-20560,51-65,0.6347508,High,Moderate-Risk Aspirational Borrower
134337,0,1,180000.0,983299.5,5.462774999969651,0.75351954,-21955,51-65,0.045258153,Very Low,Stable Salaried Professional
427315,0,0,135000.0,270000.0,1.999999999985185,0.4336209,-9762,18-30,0.48648474,Medium,Moderate-Risk Aspirational Borrower
449238,0,0,135000.0,225000.0,1.6666666666543208,0.42487487,-24823,65+,0.3143566,Low,Moderate-Risk Aspirational Borrower
424513,0,0,153000.0,270000.0,1.764705882341407,0.45334712,-12177,31-40,0.5342932,Medium,Moderate-Risk Aspirational Borrower
423085,0,0,225000.0,202500.0,0.899999999996,0.34172025,-12325,31-40,0.5854429,Medium,Moderate-Risk Aspirational Borrower
247829,0,0,135000.0,481176.0,3.5642666666402647,0.53253394,-11451,31-40,0.6948823,High,Moderate-Risk Aspirational Borrower
109250,0,0,63000.0,197820.0,3.1399999999501587,0.3794935,-9343,18-30,0.4963294,Medium,Moderate-Risk Aspirational Borrower
287471,0,0,279000.0,634360.5,2.2736935483789473,0.5067652,-16584,41-50,0.45814192,Medium,Moderate-Risk Aspirational Borrower
225269,0,0,121500.0,278460.0,2.291851851832989,0.49463892,-21254,51-65,0.32962194,Low,Moderate-Risk Aspirational Borrower
251347,0,0,90000.0,142200.0,1.5799999999824446,0.61504245,-18347,41-50,0.2040376,Low,Moderate-Risk Aspirational Borrower
141977,0,0,85500.0,315000.0,3.6842105262726994,0.6154602,-23034,51-65,0.3495618,Low,Moderate-Risk Aspirational Borrower
321045,0,1,99000.0,545040.0,5.505454545398935,0.4566563,-18935,51-65,0.5645111,Medium,Stable Salaried Professional
148158,0,0,225000.0,468121.5,2.0805399999907532,0.54292154,-15795,41-50,0.4784231,Medium,Moderate-Risk Aspirational Borrower
140985,0,0,103500.0,239850.0,2.317391304325436,0.62964684,-21943,51-65,0.20728934,Low,Moderate-Risk Aspirational Borrower
418445,0,0,135000.0,592560.0,4.3893333333008195,0.4188172,-10096,18-30,0.7836888,High,Moderate-Risk Aspirational Borrower
217599,0,0,121500.0,675000.0,5.555555555509831,0.37683472,-8796,18-30,0.694874,High,Moderate-Risk Aspirational Borrower
249129,0,1,135000.0,1208304.0,8.9503999999337,0.5377802,-19048,51-65,0.3464421,Low,Stable Salaried Professional
315608,0,0,112500.0,269550.0,2.3959999999787023,0.6472005,-20642,51-65,0.21065058,Low,Moderate-Risk Aspirational Borrower
431142,0,1,157500.0,781920.0,4.964571428539907,0.54237145,-20118,51-65,0.62936854,High,Stable Salaried Professional
255771,0,0,315000.0,801000.0,2.54285714284907,0.4189407,-19848,51-65,0.62713087,High,Moderate-Risk Aspirational Borrower
386235,0,0,225000.0,271066.5,1.2047399999946455,0.43252102,-8909,18-30,0.42682672,Medium,Moderate-Risk Aspirational Borrower
117306,0,1,76500.0,522814.5,6.8341764704989005,0.5285117,-21985,51-65,0.27611175,Low,Stable Salaried Professional
147239,0,1,121500.0,1022022.0,8.411703703634473,0.343925,-18576,51-65,0.518261,Medium,Stable Salaried Professional
232795,0,0,360000.0,835380.0,2.320499999993554,0.5707602,-16018,41-50,0.206514,Low,Moderate-Risk Aspirational Borrower
424089,0,1,112500.0,610335.0,5.425199999951777,0.67205185,-16701,41-50,0.1814499,Very Low,Stable Salaried Professional
428763,0,0,90000.0,101880.0,1.1319999999874224,0.37734285,-15822,41-50,0.5644747,Medium,Moderate-Risk Aspirational Borrower
438049,0,0,67500.0,180000.0,2.666666666627161,0.47792006,-14442,31-40,0.63807774,High,Moderate-Risk Aspirational Borrower
433282,0,0,202500.0,315000.0,1.5555555555478737,0.37801233,-14306,31-40,0.62521654,High,Moderate-Risk Aspirational Borrower
332032,0,1,157500.0,1170000.0,7.428571428524263,0.6008669,-21744,51-65,0.1944259,Very Low,Stable Salaried Professional
353739,0,1,90000.0,483480.0,5.371999999940312,0.6076559,-19042,51-65,0.26361844,Low,Stable Salaried Professional
417700,0,0,76500.0,284400.0,3.717647058774933,0.6565102,-23933,65+,0.14417927,Very Low,Moderate-Risk Aspirational Borrower
358607,0,1,157500.0,942300.0,5.982857142819157,0.5871534,-14309,31-40,0.26550645,Low,Stable Salaried Professional
322657,0,0,135000.0,298512.0,2.2111999999836205,0.50429183,-13134,31-40,0.5396405,Medium,Moderate-Risk Aspirational Borrower
219569,0,0,135000.0,152820.0,1.1319999999916148,0.5986777,-19513,51-65,0.061260637,Very Low,Moderate-Risk Aspirational Borrower
326803,0,1,90000.0,454500.0,5.049999999943889,0.4829537,-21091,51-65,0.22672577,Low,Stable Salaried Professional
374482,0,1,180000.0,1223010.0,6.794499999962253,0.47464228,-18909,51-65,0.33899656,Low,Stable Salaried Professional
117640,0,0,202500.0,630000.0,3.1111111110957475,0.62805206,-14146,31-40,0.1461437,Very Low,Moderate-Risk Aspirational Borrower
287706,0,0,202500.0,781920.0,3.8613333333142648,0.4545084,-11150,31-40,0.6500809,High,Moderate-Risk Aspirational Borrower
431716,0,0,247500.0,270000.0,1.0909090909046832,0.549191,-13914,31-40,0.33194318,Low,Moderate-Risk Aspirational Borrower
280850,0,1,90000.0,640080.0,7.111999999920978,0.3664144,-12045,31-40,0.8734805,Very High,Stable Salaried Professional
137845,0,0,144000.0,419679.0,2.9144374999797606,0.5146716,-15543,41-50,0.65346587,High,Moderate-Risk Aspirational Borrower
181402,0,1,180000.0,1206000.0,6.6999999999627775,0.42499113,-10893,18-30,0.4047609,Medium,Stable Salaried Professional
162874,0,0,270000.0,795465.0,2.946166666655755,0.49051583,-15919,41-50,0.4129954,Medium,Moderate-Risk Aspirational Borrower
367255,0,0,202500.0,808650.0,3.993333333313613,0.46884122,-16517,41-50,0.51081085,Medium,Moderate-Risk Aspirational Borrower
362501,0,1,382500.0,2205000.0,5.76470588233787,0.6331677,-10099,18-30,0.035967074,Very Low,Stable Salaried Professional
431069,0,0,112500.0,360000.0,3.199999999971556,0.536983,-23569,51-65,0.39810064,Low,Moderate-Risk Aspirational Borrower
373510,0,0,270000.0,755190.0,2.796999999989641,0.5193176,-9479,18-30,0.329299,Low,Moderate-Risk Aspirational Borrower
409876,0,1,189000.0,1185120.0,6.270476190443013,0.4852645,-11573,31-40,0.40351802,Medium,Stable Salaried Professional
209243,1,0,99000.0,450000.0,4.545454545408632,0.18878083,-9942,18-30,0.8162381,Very High,Moderate-Risk Aspirational Borrower
295858,1,0,630000.0,675000.0,1.0714285714268708,0.5194605,-13829,31-40,0.36181897,Low,Moderate-Risk Aspirational Borrower
421688,0,0,135000.0,675000.0,4.999999999962963,0.53652495,-13307,31-40,0.43031,Medium,Moderate-Risk Aspirational Borrower
185173,0,1,112500.0,684738.0,6.086559999945898,0.5124137,-19058,51-65,0.30689538,Low,Stable Salaried Professional
124511,0,0,405000.0,1006920.0,2.4862222222160835,0.52936757,-12007,31-40,0.2703183,Low,Moderate-Risk Aspirational Borrower
311630,0,0,270000.0,814041.0,3.0149666666555,0.45448443,-21813,51-65,0.16104111,Very Low,Moderate-Risk Aspirational Borrower
395739,0,1,112500.0,630000.0,5.599999999950223,0.549306,-12344,31-40,0.3718492,Low,Stable Salaried Professional
150188,0,0,90000.0,203760.0,2.263999999974845,0.36775434,-9138,18-30,0.62152094,High,Moderate-Risk Aspirational Borrower
428940,0,1,76500.0,1223010.0,15.987058823320432,0.68729305,-19000,51-65,0.15865311,Very Low,Stable Salaried Professional
340242,0,0,135000.0,508495.5,3.7666333333054323,0.5930112,-20404,51-65,0.2460792,Low,Moderate-Risk Aspirational Borrower
395304,0,1,225000.0,1350000.0,5.999999999973333,0.4717082,-11600,31-40,0.43352652,Medium,Stable Salaried Professional
439490,1,0,90000.0,270000.0,2.999999999966667,0.2662765,-11416,31-40,0.85698384,Very High,Moderate-Risk Aspirational Borrower
340484,0,0,90000.0,254700.0,2.829999999968556,0.54682344,-10094,18-30,0.54673076,Medium,Moderate-Risk Aspirational Borrower
369051,0,0,180000.0,270000.0,1.4999999999916667,0.68068886,-17837,41-50,0.12427164,Very Low,Moderate-Risk Aspirational Borrower
410885,1,0,495000.0,1436850.0,2.9027272727214086,0.30913648,-15649,41-50,0.6680488,High,Moderate-Risk Aspirational Borrower
112197,0,0,90000.0,270000.0,2.999999999966667,0.39299038,-7751,18-30,0.5074277,Medium,Moderate-Risk Aspirational Borrower
367111,0,0,112500.0,343800.0,3.0559999999728356,0.5663576,-11683,31-40,0.41462505,Medium,Moderate-Risk Aspirational Borrower
215144,0,1,270000.0,835380.0,3.0939999999885406,0.54153323,-21459,51-65,0.4437075,Medium,Stable Salaried Professional
246510,0,0,117000.0,156384.0,1.3366153846039606,0.61850554,-22184,51-65,0.11543368,Very Low,Moderate-Risk Aspirational Borrower
299280,0,1,90000.0,382500.0,4.249999999952778,0.6766698,-15204,41-50,0.13967411,Very Low,Stable Salaried Professional
399280,0,1,90000.0,1134000.0,12.599999999860001,0.7312634,-22211,51-65,0.15400441,Very Low,Stable Salaried Professional
452975,0,0,67500.0,180000.0,2.666666666627161,0.2632622,-12210,31-40,0.78725,High,Moderate-Risk Aspirational Borrower
355389,0,0,157500.0,180000.0,1.1428571428498866,0.571065,-11120,18-30,0.29980928,Low,Moderate-Risk Aspirational Borrower
412866,0,0,153000.0,314055.0,2.052647058810113,0.43376544,-9098,18-30,0.70215636,High,Moderate-Risk Aspirational Borrower
115348,0,1,157500.0,1006920.0,6.393142857102266,0.7039779,-21649,51-65,0.105339445,Very Low,Stable Salaried Professional
286313,0,1,157500.0,1303812.0,8.278171428518869,0.5282809,-14037,31-40,0.29268283,Low,Stable Salaried Professional
255956,0,0,85500.0,433188.0,5.066526315730217,0.56874144,-22579,51-65,0.39196143,Low,Moderate-Risk Aspirational Borrower
372439,0,0,225000.0,270000.0,1.1999999999946667,0.3168931,-17237,41-50,0.7055808,High,Moderate-Risk Aspirational Borrower
410762,0,0,270000.0,398016.0,1.4741333333278734,0.4229443,-10256,18-30,0.2846425,Low,Moderate-Risk Aspirational Borrower
398118,0,1,157500.0,1129500.0,7.171428571383038,0.5447174,-13339,31-40,0.2577241,Low,Stable Salaried Professional
181146,0,0,157500.0,590337.0,3.7481714285476304,0.49197808,-8309,18-30,0.56607294,Medium,Moderate-Risk Aspirational Borrower
216830,0,1,83250.0,432220.5,5.1918378377754735,0.5709803,-18541,51-65,0.42390642,Medium,Stable Salaried Professional
129363,0,0,112500.0,568800.0,5.055999999955058,0.42727423,-12430,31-40,0.646671,High,Moderate-Risk Aspirational Borrower
384356,0,0,225000.0,135000.0,0.5999999999973333,0.6281888,-10112,18-30,0.1567367,Very Low,Moderate-Risk Aspirational Borrower
187938,0,0,180000.0,178290.0,0.9904999999944972,0.43034092,-9151,18-30,0.48473462,Medium,Moderate-Risk Aspirational Borrower
290003,0,0,157500.0,247500.0,1.571428571418594,0.37201333,-16072,41-50,0.7256432,High,Moderate-Risk Aspirational Borrower
322078,0,0,58500.0,167076.0,2.8559999999511794,0.54024166,-22029,51-65,0.3038866,Low,Moderate-Risk Aspirational Borrower
173679,0,0,157500.0,227520.0,1.4445714285622566,0.58265704,-17470,41-50,0.257191,Low,Moderate-Risk Aspirational Borrower
140002,0,0,99000.0,202500.0,2.0454545454338846,0.57343346,-16054,41-50,0.18673944,Very Low,Moderate-Risk Aspirational Borrower
131037,1,0,54000.0,180000.0,3.333333333271605,0.6625056,-12592,31-40,0.30547047,Low,Moderate-Risk Aspirational Borrower
108974,0,0,157500.0,450000.0,2.8571428571247166,0.5369008,-13378,31-40,0.45938978,Medium,Moderate-Risk Aspirational Borrower
344671,0,1,85500.0,539100.0,6.305263157820992,0.43975696,-16278,41-50,0.64851505,High,Stable Salaried Professional
333010,0,1,67500.0,598500.0,8.866666666535309,0.52158135,-16180,41-50,0.5228618,Medium,Stable Salaried Professional
273633,0,0,112500.0,157500.0,1.3999999999875556,0.6737497,-18661,51-65,0.054721806,Very Low,Moderate-Risk Aspirational Borrower
289827,0,0,211500.0,508495.5,2.404234042541824,0.57552236,-14233,31-40,0.18876772,Very Low,Moderate-Risk Aspirational Borrower
386718,0,0,225000.0,225000.0,0.9999999999955556,0.18458487,-9365,18-30,0.67678267,High,Moderate-Risk Aspirational Borrower
350118,0,1,112500.0,531000.0,4.719999999958045,0.5893062,-22963,51-65,0.2165064,Low,Stable Salaried Professional
110514,1,0,126000.0,284400.0,2.2571428571249434,0.21702917,-8180,18-30,0.85603595,Very High,Moderate-Risk Aspirational Borrower
119514,0,0,202500.0,634887.0,3.1352444444289618,0.60834265,-14127,31-40,0.1974171,Very Low,Moderate-Risk Aspirational Borrower
266631,0,0,166500.0,772686.0,4.6407567567288845,0.6362021,-16098,41-50,0.3495477,Low,Moderate-Risk Aspirational Borrower
117393,0,0,225000.0,180000.0,0.7999999999964444,0.5725934,-12031,31-40,0.114956446,Very Low,Moderate-Risk Aspirational Borrower
103270,1,0,90000.0,225000.0,2.499999999972222,0.55420834,-23923,65+,0.54059565,Medium,Moderate-Risk Aspirational Borrower
301184,0,0,112500.0,647046.0,5.751519999948876,0.529125,-12034,31-40,0.5250265,Medium,Moderate-Risk Aspirational Borrower
304823,0,0,202500.0,644427.0,3.18235555553984,0.5472305,-17896,41-50,0.27302864,Low,Moderate-Risk Aspirational Borrower
426123,0,0,189000.0,547344.0,2.895999999984677,0.4187425,-22552,51-65,0.54989296,Medium,Moderate-Risk Aspirational Borrower
127819,0,0,247500.0,943425.0,3.8118181818027805,0.45120573,-18226,41-50,0.49719462,Medium,Moderate-Risk Aspirational Borrower
225901,0,0,121500.0,364230.0,2.9977777777531047,0.6914503,-24963,65+,0.12825955,Very Low,Moderate-Risk Aspirational Borrower
323934,0,0,58500.0,148365.0,2.536153846110493,0.7102127,-24941,65+,0.038401324,Very Low,Moderate-Risk Aspirational Borrower
356738,0,0,292500.0,490495.5,1.6769076923019592,0.5159579,-12847,31-40,0.42861867,Medium,Moderate-Risk Aspirational Borrower
240564,0,0,225000.0,1057500.0,4.699999999979111,0.30247536,-19738,51-65,0.74845624,High,Moderate-Risk Aspirational Borrower
279419,0,0,112500.0,157500.0,1.3999999999875556,0.57069594,-9379,18-30,0.23151436,Low,Moderate-Risk Aspirational Borrower
342966,0,0,135000.0,142632.0,1.0565333333255071,0.39171514,-15646,41-50,0.64307266,High,Moderate-Risk Aspirational Borrower
301431,0,0,306000.0,675000.0,2.2058823529339677,0.41810688,-22969,51-65,0.52036077,Medium,Moderate-Risk Aspirational Borrower
262216,0,1,157500.0,835605.0,5.305428571394886,0.6218137,-17835,41-50,0.19090253,Very Low,Stable Salaried Professional
154550,0,0,112500.0,127350.0,1.131999999989938,0.44960544,-18484,51-65,0.45492917,Medium,Moderate-Risk Aspirational Borrower
116574,0,0,157500.0,270000.0,1.7142857142748298,0.28984457,-17203,41-50,0.7079861,High,Moderate-Risk Aspirational Borrower
344639,0,1,90000.0,547344.0,6.081599999932427,0.5107248,-16805,41-50,0.3796446,Low,Stable Salaried Professional
418542,0,1,135000.0,900000.0,6.666666666617283,0.6794496,-14735,31-40,0.053162664,Very Low,Stable Salaried Professional
220389,0,1,98550.0,1257430.5,12.759315068363682,0.527775,-15511,41-50,0.42843378,Medium,Stable Salaried Professional
140785,1,0,180000.0,405000.0,2.2499999999874998,0.2553154,-13075,31-40,0.830625,Very High,Moderate-Risk Aspirational Borrower
434311,0,0,112500.0,254700.0,2.263999999979876,0.542688,-24031,65+,0.15894374,Very Low,Moderate-Risk Aspirational Borrower
117960,0,1,157500.0,490495.5,3.1142571428373698,0.6709385,-15822,41-50,0.07313924,Very Low,Stable Salaried Professional
211410,0,1,103500.0,873000.0,8.434782608614157,0.39865568,-13097,31-40,0.46501768,Medium,Stable Salaried Professional
264162,0,1,72000.0,338832.0,4.705999999934639,0.4743649,-19144,51-65,0.49011233,Medium,Stable Salaried Professional
167466,0,0,112500.0,436032.0,3.875839999965548,0.57780415,-23545,51-65,0.18067893,Very Low,Moderate-Risk Aspirational Borrower
236339,0,0,225000.0,663093.0,2.9470799999869017,0.48836616,-16257,41-50,0.47906634,Medium,Moderate-Risk Aspirational Borrower
315004,0,0,117000.0,508495.5,4.346115384578239,0.6547919,-21253,51-65,0.19529177,Very Low,Moderate-Risk Aspirational Borrower
446158,0,0,247500.0,647046.0,2.6143272727167095,0.43191758,-12543,31-40,0.56467533,Medium,Moderate-Risk Aspirational Borrower
221823,0,0,85500.0,397881.0,4.653578947313994,0.5120707,-19713,51-65,0.38284805,Low,Moderate-Risk Aspirational Borrower
162035,0,1,58500.0,544491.0,9.307538461379359,0.56060195,-18176,41-50,0.26430425,Low,Stable Salaried Professional
341881,0,0,157500.0,180000.0,1.1428571428498866,0.2552307,-17650,41-50,0.7905826,High,Moderate-Risk Aspirational Borrower
428146,0,0,202500.0,265851.0,1.3128444444379612,0.57578653,-23443,51-65,0.19824444,Very Low,Moderate-Risk Aspirational Borrower
438729,0,0,405000.0,1024740.0,2.5302222222159747,0.50086105,-23296,51-65,0.4510591,Medium,Moderate-Risk Aspirational Borrower
280799,0,1,135000.0,1125000.0,8.333333333271604,0.7224541,-14658,31-40,0.138449,Very Low,Stable Salaried Professional
189043,0,0,112500.0,119925.0,1.0659999999905245,0.5645194,-21554,51-65,0.2836429,Low,Moderate-Risk Aspirational Borrower
390236,0,0,382500.0,711085.5,1.8590470588186692,0.3948343,-16325,41-50,0.3976498,Low,Moderate-Risk Aspirational Borrower
216699,0,0,135000.0,284400.0,2.1066666666510616,0.5286438,-24014,65+,0.24177071,Low,Moderate-Risk Aspirational Borrower
149811,0,0,81000.0,225000.0,2.7777777777434847,0.64493245,-16701,41-50,0.0686428,Very Low,Moderate-Risk Aspirational Borrower
107014,0,1,90000.0,654498.0,7.272199999919199,0.33004376,-12351,31-40,0.66942954,High,Stable Salaried Professional
398433,0,1,121500.0,585000.0,4.814814814775187,0.43092147,-12358,31-40,0.5359461,Medium,Stable Salaried Professional
184614,0,1,135000.0,884124.0,6.549066666618154,0.4750513,-20804,51-65,0.37248525,Low,Stable Salaried Professional
414274,0,0,135000.0,414612.0,3.0711999999772504,0.5623572,-12280,31-40,0.10216845,Very Low,Moderate-Risk Aspirational Borrower
358008,0,0,157500.0,225000.0,1.4285714285623583,0.7142217,-11803,31-40,0.057406563,Very Low,Moderate-Risk Aspirational Borrower
279496,0,0,360000.0,1024740.0,2.846499999992093,0.6449147,-11452,31-40,0.1808031,Very Low,Moderate-Risk Aspirational Borrower
167419,0,0,283500.0,900000.0,3.1746031745919767,0.49951372,-14013,31-40,0.25443366,Low,Moderate-Risk Aspirational Borrower
244716,0,0,117000.0,247275.0,2.1134615384434747,0.63186806,-23652,51-65,0.12272875,Very Low,Moderate-Risk Aspirational Borrower
351371,0,1,112500.0,542133.0,4.8189599999571655,0.53167886,-22192,51-65,0.37077639,Low,Stable Salaried Professional
332096,0,0,112500.0,247500.0,2.1999999999804447,0.62981254,-12638,31-40,0.06436412,Very Low,Moderate-Risk Aspirational Borrower
278824,0,1,135000.0,971280.0,7.194666666613372,0.6330958,-18403,41-50,0.24103688,Low,Stable Salaried Professional
254275,0,0,85500.0,270000.0,3.1578947368051713,0.49678633,-14817,41-50,0.26626056,Low,Moderate-Risk Aspirational Borrower
245041,0,0,112500.0,180000.0,1.599999999985778,0.40064692,-10638,18-30,0.54969686,Medium,Moderate-Risk Aspirational Borrower
259538,0,1,90000.0,808650.0,8.984999999900168,0.3506874,-13613,31-40,0.84703976,Very High,Stable Salaried Professional
182069,0,0,193500.0,277969.5,1.4365348837135061,0.7466219,-18054,41-50,0.024239112,Very Low,Moderate-Risk Aspirational Borrower
450841,0,1,90000.0,450000.0,4.999999999944444,0.62199545,-13486,31-40,0.4444833,Medium,Stable Salaried Professional
337743,0,0,405000.0,270000.0,0.6666666666650206,0.5351475,-14767,31-40,0.24396183,Low,Moderate-Risk Aspirational Borrower
141052,0,0,94500.0,225000.0,2.380952380927186,0.4639392,-9949,18-30,0.56735384,Medium,Moderate-Risk Aspirational Borrower
428990,0,0,112500.0,270000.0,2.3999999999786668,0.55161643,-12051,31-40,0.15457627,Very Low,Moderate-Risk Aspirational Borrower
279656,0,1,135000.0,1078200.0,7.986666666607506,0.5759417,-20122,51-65,0.3021286,Low,Stable Salaried Professional
242517,0,0,85050.0,238896.0,2.8088888888558627,0.5561426,-13969,31-40,0.3011728,Low,Moderate-Risk Aspirational Borrower
426450,0,0,135000.0,452385.0,3.3509999999751776,0.5838382,-13136,31-40,0.27482903,Low,Moderate-Risk Aspirational Borrower
272034,0,0,315000.0,500490.0,1.5888571428520988,0.45651662,-14102,31-40,0.5229578,Medium,Moderate-Risk Aspirational Borrower
433443,0,0,72000.0,239850.0,3.331249999953733,0.6195337,-14260,31-40,0.14691538,Very Low,Moderate-Risk Aspirational Borrower
127036,1,0,81000.0,128092.5,1.5813888888693657,0.36789027,-14881,41-50,0.76217985,High,Moderate-Risk Aspirational Borrower
277477,0,1,315000.0,1345500.0,4.2714285714150115,0.644291,-14412,31-40,0.15853482,Very Low,Stable Salaried Professional
159834,1,0,103500.0,254700.0,2.4608695651936148,0.5262272,-23113,51-65,0.4581238,Medium,Moderate-Risk Aspirational Borrower
334281,0,1,135000.0,796500.0,5.899999999956296,0.41723445,-10010,18-30,0.27495527,Low,Stable Salaried Professional
168678,0,1,67500.0,544491.0,8.06653333321383,0.49181354,-19477,51-65,0.35465506,Low,Stable Salaried Professional
316192,0,1,135000.0,835380.0,6.187999999954163,0.33871827,-12717,31-40,0.7155401,High,Stable Salaried Professional
279039,0,0,578835.0,1215000.0,2.0990437689460744,0.46868524,-12139,31-40,0.24177976,Low,Moderate-Risk Aspirational Borrower
185325,0,0,225000.0,270000.0,1.1999999999946667,0.56450725,-8654,18-30,0.10590358,Very Low,Moderate-Risk Aspirational Borrower
141705,0,0,135000.0,135000.0,0.9999999999925925,0.53495574,-16562,41-50,0.2926182,Low,Moderate-Risk Aspirational Borrower
349428,0,0,270000.0,119893.5,0.44404999999835537,0.68494195,-21254,51-65,0.065144576,Very Low,Moderate-Risk Aspirational Borrower
315490,0,0,166500.0,560664.0,3.367351351331127,0.43098584,-21558,51-65,0.38734618,Low,Moderate-Risk Aspirational Borrower
360397,1,0,283500.0,405000.0,1.4285714285663895,0.25968567,-14557,31-40,0.7222789,High,Moderate-Risk Aspirational Borrower
122578,0,0,90000.0,343800.0,3.819999999957556,0.5368554,-20016,51-65,0.33755893,Low,Moderate-Risk Aspirational Borrower
104106,1,0,117000.0,545040.0,4.658461538421723,0.060429964,-9476,18-30,0.777933,High,Moderate-Risk Aspirational Borrower
290481,0,1,112500.0,719946.0,6.399519999943116,0.57272846,-10072,18-30,0.38495895,Low,Stable Salaried Professional
158899,1,0,94500.0,180000.0,1.9047619047417488,0.390885,-8056,18-30,0.6808118,High,Moderate-Risk Aspirational Borrower
333888,0,0,135000.0,450000.0,3.3333333333086417,0.59542805,-20689,51-65,0.23428397,Low,Moderate-Risk Aspirational Borrower
212206,0,1,90000.0,900000.0,9.999999999888889,0.4973823,-22040,51-65,0.34425926,Low,Stable Salaried Professional
410195,0,0,157500.0,299250.0,1.8999999999879364,0.42897525,-11071,18-30,0.5141942,Medium,Moderate-Risk Aspirational Borrower
167362,0,0,130500.0,180000.0,1.3793103448170168,0.40808177,-15949,41-50,0.69623876,High,Moderate-Risk Aspirational Borrower
187617,0,1,238500.0,1312110.0,5.501509433939197,0.42920235,-23767,51-65,0.39518267,Low,Stable Salaried Professional
392611,0,0,202500.0,900000.0,4.444444444422496,0.49147007,-17790,41-50,0.3599906,Low,Moderate-Risk Aspirational Borrower
345016,0,1,144000.0,824823.0,5.727937499960222,0.5123701,-14783,41-50,0.5930758,Medium,Stable Salaried Professional
399035,0,1,67500.0,646920.0,9.583999999858015,0.49983343,-15442,41-50,0.4075504,Medium,Stable Salaried Professional
342325,0,1,139500.0,1067418.0,7.651741935429019,0.4963534,-13963,31-40,0.48273423,Medium,Stable Salaried Professional
143178,0,0,355500.0,573408.0,1.6129620253119186,0.6167962,-8861,18-30,0.14041391,Very Low,Moderate-Risk Aspirational Borrower
204688,0,1,225000.0,1483650.0,6.593999999970693,0.5091214,-19249,51-65,0.37563804,Low,Stable Salaried Professional
361188,0,0,135000.0,339723.0,2.516466666648026,0.5303286,-20295,51-65,0.6855526,High,Moderate-Risk Aspirational Borrower
